9.949748418606449213e-05 1.006636980718739958e-04 1.018255459869797435e-04 1.029784384509712920e-04 1.041178186013406093e-04 1.052391802864996640e-04 1.063380859999230141e-04 1.074101845822646374e-04 1.084512286186023298e-04 1.094570914585992855e-04 1.104237837883493509e-04 1.113474696839987960e-04 1.122244820789023931e-04 1.130513375780940852e-04 1.138247505562067172e-04 1.145416464776745613e-04 1.151991743810780921e-04 1.157947184728311930e-04 1.163259087790582133e-04 1.167906308084415044e-04 1.171870341830200904e-04 1.175135401983705983e-04 1.177688482792685798e-04 1.179519413018029249e-04 1.180620897579511756e-04 1.180988547438081415e-04 1.180620897579512569e-04 1.179519413018029520e-04 1.177688482792685392e-04 1.175135401983705712e-04 1.171870341830200904e-04 1.167906308084414637e-04 1.163259087790583082e-04 1.157947184728311930e-04 1.151991743810780921e-04 1.145416464776745613e-04 1.138247505562067308e-04 1.130513375780941530e-04 1.122244820789023117e-04 1.113474696839988095e-04 1.104237837883493780e-04 1.094570914585992855e-04 1.084512286186023976e-04 1.074101845822645154e-04 1.063380859999230006e-04 1.052391802864996640e-04 1.041178186013406364e-04 1.029784384509713598e-04 1.018255459869797571e-04 1.006636980718739958e-04 9.949748418606450568e-05 9.833150824909659489e-05 9.717037042792015574e-05 9.601864900434003069e-05 9.488088237285765463e-05 9.376155123890415834e-05 9.266506108599958870e-05 9.159572497865763909e-05 9.055774676591931836e-05 8.955520474825211772e-05 8.859203586821004885e-05 8.767202048274041917e-05 8.679876777235008231e-05 8.597570183953425968e-05 8.520604854593491495e-05 8.449282313464677788e-05 8.383881868095131135e-05 8.324659541152792486e-05 8.271847092890027625e-05 8.225651137451674014e-05 8.186252356045688031e-05 8.153804809631202586e-05 8.128435353430101256e-05 8.110243155217803669e-05 8.099299318995893194e-05 8.095646615294359966e-05 8.099299318995898615e-05 8.110243155217807735e-05 8.128435353430093124e-05 8.153804809631203941e-05 8.186252356045690742e-05 8.225651137451674014e-05 8.271847092890038467e-05 8.324659541152789775e-05 8.383881868095132491e-05 8.449282313464677788e-05 8.520604854593483363e-05 8.597570183953428678e-05 8.679876777234997389e-05 8.767202048274045983e-05 8.859203586821004885e-05 8.955520474825211772e-05 9.055774676591931836e-05 9.159572497865751711e-05 9.266506108599962936e-05 9.376155123890415834e-05 9.488088237285762752e-05 9.601864900434009845e-05 9.717037042792012864e-05 9.833150824909658134e-05
2.983412033871788251e-04 3.018380722471849251e-04 3.053218498319254797e-04 3.087787746767788923e-04 3.121951831212470361e-04 3.155575635605050128e-04 3.188526102205655952e-04 3.220672762377215447e-04 3.251888258238317536e-04 3.282048853009328945e-04 3.311034927915851712e-04 3.338731463553318724e-04 3.365028503666584077e-04 3.389821599358814209e-04 3.413012231814792829e-04 3.434508211704504583e-04 3.454224053523701735e-04 3.472081323228277711e-04 3.488008957628661931e-04 3.501943554128351911e-04 3.513829629516684546e-04 3.523619846659325409e-04 3.531275208069985022e-04 3.536765215492941291e-04 3.540067994776995627e-04 3.541170385476899267e-04 3.540067994776995627e-04 3.536765215492941291e-04 3.531275208069985022e-04 3.523619846659325409e-04 3.513829629516684546e-04 3.501943554128350827e-04 3.488008957628661389e-04 3.472081323228277169e-04 3.454224053523701193e-04 3.434508211704504583e-04 3.413012231814793371e-04 3.389821599358814751e-04 3.365028503666583535e-04 3.338731463553318724e-04 3.311034927915851170e-04 3.282048853009328945e-04 3.251888258238318078e-04 3.220672762377216531e-04 3.188526102205656494e-04 3.155575635605050128e-04 3.121951831212470361e-04 3.087787746767788380e-04 3.053218498319254254e-04 3.018380722471848709e-04 2.983412033871788251e-04 2.948450480119841049e-04 2.913633996295956867e-04 2.879099861258423176e-04 2.844984157852754577e-04 2.811421239129313068e-04 2.778543202624595234e-04 2.746479374709796307e-04 2.715355806952155404e-04 2.685294786370199822e-04 2.656414361393883306e-04 2.628827885265259024e-04 2.602643578535276405e-04 2.577964112227965608e-04 2.554886213155268637e-04 2.533500292774400696e-04 2.513890100885409797e-04 2.496132405369889105e-04 2.480296699072966613e-04 2.466444934830038286e-04 2.454631289537592014e-04 2.444901958064090493e-04 2.437294977692442907e-04 2.431840083680488157e-04 2.428558596419955456e-04 2.427463340568164528e-04 2.428558596419955185e-04 2.431840083680487886e-04 2.437294977692442636e-04 2.444901958064089951e-04 2.454631289537592014e-04 2.466444934830037202e-04 2.480296699072967155e-04 2.496132405369888563e-04 2.513890100885409797e-04 2.533500292774400696e-04 2.554886213155269179e-04 2.577964112227965608e-04 2.602643578535276405e-04 2.628827885265259024e-04 2.656414361393882764e-04 2.685294786370199822e-04 2.715355806952155946e-04 2.746479374709796849e-04 2.778543202624595776e-04 2.811421239129313068e-04 2.844984157852755119e-04 2.879099861258423176e-04 2.913633996295957409e-04 2.948450480119839965e-04
4.967314990428241392e-04 5.025537082819966223e-04 5.083541208376630418e-04 5.141098241758760993e-04 5.197980686043889064e-04 5.253963576002838257e-04 5.308825373444323948e-04 5.362348850975897458e-04 5.414321960544422148e-04 5.464538683151061449e-04 5.512799856184529609e-04 5.558913974882495439e-04 5.602697964514313485e-04 5.643977919979027095e-04 5.682589809630278011e-04 5.718380140274455150e-04 5.751206580439440245e-04 5.780938539178150483e-04 5.807457697853126658e-04 5.830658492544777381e-04 5.850448544935627718e-04 5.866749039744944627e-04 5.879495047021370078e-04 5.888635787844293630e-04 5.894134842236208385e-04 5.895970298347121474e-04 5.894134842236209470e-04 5.888635787844292546e-04 5.879495047021371162e-04 5.866749039744945712e-04 5.850448544935627718e-04 5.830658492544777381e-04 5.807457697853124490e-04 5.780938539178150483e-04 5.751206580439441329e-04 5.718380140274455150e-04 5.682589809630278011e-04 5.643977919979028179e-04 5.602697964514312401e-04 5.558913974882493270e-04 5.512799856184529609e-04 5.464538683151060365e-04 5.414321960544422148e-04 5.362348850975896374e-04 5.308825373444325032e-04 5.253963576002838257e-04 5.197980686043889064e-04 5.141098241758760993e-04 5.083541208376630418e-04 5.025537082819966223e-04 4.967314990428241392e-04 4.909104777400675589e-04 4.851136102591819621e-04 4.793637532261674303e-04 4.736835641335457293e-04 4.680954124667751140e-04 4.626212921732481887e-04 4.572827358074700653e-04 4.521007306763359353e-04 4.470956372977151982e-04 4.422871104738628346e-04 4.376940232686423035e-04 4.333343941642106654e-04 4.292253176587789852e-04 4.253828985524043312e-04 4.218221901525624523e-04 4.185571366155583410e-04 4.156005196237305102e-04 4.129639095819515569e-04 4.106576215001651702e-04 4.086906757117017802e-04 4.070707635598946102e-04 4.058042181681431170e-04 4.048959903910493959e-04 4.043496300266387973e-04 4.041672723519632829e-04 4.043496300266387431e-04 4.048959903910494501e-04 4.058042181681430628e-04 4.070707635598946102e-04 4.086906757117017802e-04 4.106576215001652786e-04 4.129639095819515027e-04 4.156005196237305644e-04 4.185571366155581784e-04 4.218221901525624523e-04 4.253828985524042228e-04 4.292253176587789852e-04 4.333343941642106654e-04 4.376940232686423035e-04 4.422871104738628346e-04 4.470956372977154150e-04 4.521007306763359895e-04 4.572827358074699027e-04 4.626212921732482429e-04 4.680954124667751140e-04 4.736835641335457293e-04 4.793637532261674846e-04 4.851136102591819621e-04 4.909104777400676673e-04
6.943671681686155225e-04 7.025058727800168479e-04 7.106141084128440605e-04 7.186598462721779500e-04 7.266112851949905072e-04 7.344369779166291714e-04 7.421059562285503997e-04 7.495878545168084594e-04 7.568530311729185613e-04 7.638726873731519623e-04 7.706189827291557966e-04 7.770651473220175015e-04 7.831855896435423701e-04 7.889559999826060901e-04 7.943534488108833442e-04 7.993564797410934036e-04 8.039451966520068816e-04 8.081013445977845320e-04 8.118083841446693252e-04 8.150515588054958131e-04 8.178179552718000105e-04 8.200965561743600151e-04 8.218782851355877286e-04 8.231560439111844938e-04 8.239247414536347847e-04 8.241813147662771727e-04 8.239247414536347847e-04 8.231560439111846022e-04 8.218782851355875118e-04 8.200965561743597983e-04 8.178179552718000105e-04 8.150515588054958131e-04 8.118083841446691084e-04 8.081013445977845320e-04 8.039451966520069900e-04 7.993564797410934036e-04 7.943534488108832357e-04 7.889559999826059817e-04 7.831855896435422617e-04 7.770651473220173931e-04 7.706189827291559050e-04 7.638726873731517455e-04 7.568530311729184529e-04 7.495878545168085678e-04 7.421059562285503997e-04 7.344369779166291714e-04 7.266112851949907241e-04 7.186598462721780585e-04 7.106141084128441690e-04 7.025058727800170648e-04 6.943671681686155225e-04 6.862301241405405336e-04 6.781268440693021156e-04 6.700892785976520155e-04 6.621491000051830684e-04 6.543375779744116643e-04 6.466854572336215492e-04 6.392228375427904926e-04 6.319790564754067773e-04 6.249825754339825281e-04 6.182608693207720853e-04 6.118403202676416137e-04 6.057461158104212543e-04 6.000021518734412109e-04 5.946309409094682492e-04 5.896535255189886641e-04 5.850893978508692281e-04 5.809564250639011633e-04 5.772707811057421062e-04 5.740468850423429466e-04 5.712973461471694287e-04 5.690329159354771179e-04 5.672624473045930144e-04 5.659928609166800387e-04 5.652291189358183256e-04 5.649742062065025994e-04 5.652291189358184340e-04 5.659928609166801471e-04 5.672624473045929060e-04 5.690329159354769011e-04 5.712973461471694287e-04 5.740468850423431635e-04 5.772707811057418894e-04 5.809564250639011633e-04 5.850893978508694450e-04 5.896535255189886641e-04 5.946309409094680323e-04 6.000021518734411025e-04 6.057461158104210375e-04 6.118403202676418306e-04 6.182608693207721938e-04 6.249825754339825281e-04 6.319790564754065604e-04 6.392228375427906010e-04 6.466854572336216576e-04 6.543375779744116643e-04 6.621491000051832852e-04 6.700892785976522324e-04 6.781268440693023324e-04 6.862301241405405336e-04
8.909486250514831417e-04 9.013914685723692496e-04 9.117952170786694597e-04 9.221187741417175097e-04 9.323213354093287360e-04 9.423625506194405329e-04 9.522026841910989333e-04 9.618027737377835788e-04 9.711247858507511934e-04 9.801317685057997671e-04 9.887879994555923754e-04 9.970591299815517901e-04 1.004912323394267044e-03 1.012316387689429472e-03 1.019241901787425924e-03 1.025661334808885888e-03 1.031549157865541263e-03 1.036881947875711646e-03 1.041638482946369423e-03 1.045799828898951681e-03 1.049349416553708829e-03 1.052273109427222112e-03 1.054559261539521212e-03 1.056198765070869884e-03 1.057185087653391906e-03 1.057514299129110220e-03 1.057185087653391689e-03 1.056198765070869884e-03 1.054559261539521212e-03 1.052273109427221895e-03 1.049349416553708829e-03 1.045799828898951248e-03 1.041638482946369640e-03 1.036881947875711429e-03 1.031549157865541263e-03 1.025661334808885888e-03 1.019241901787425924e-03 1.012316387689429472e-03 1.004912323394267478e-03 9.970591299815517901e-04 9.887879994555923754e-04 9.801317685057995503e-04 9.711247858507513018e-04 9.618027737377834703e-04 9.522026841910990417e-04 9.423625506194405329e-04 9.323213354093289528e-04 9.221187741417175097e-04 9.117952170786695681e-04 9.013914685723693580e-04 8.909486250514831417e-04 8.805079122396794033e-04 8.701105222580706681e-04 8.597974512575907915e-04 8.496093382189526038e-04 8.395863055470184806e-04 8.297678020732526761e-04 8.201924490646109872e-04 8.108978898198539609e-04 8.019206434150536779e-04 7.932959631391160553e-04 7.850577001376446125e-04 7.772381727595546828e-04 7.698680420756789282e-04 7.629761940123078005e-04 7.565896285153355912e-04 7.507333561325359606e-04 7.454303023726136521e-04 7.407012201701666798e-04 7.365646107556277035e-04 7.330366531987625011e-04 7.301311428634268920e-04 7.278594389801018062e-04 7.262304215113208738e-04 7.252504574534906524e-04 7.249233766868539482e-04 7.252504574534906524e-04 7.262304215113208738e-04 7.278594389801019146e-04 7.301311428634270004e-04 7.330366531987625011e-04 7.365646107556275950e-04 7.407012201701668967e-04 7.454303023726137605e-04 7.507333561325360690e-04 7.565896285153355912e-04 7.629761940123080174e-04 7.698680420756787114e-04 7.772381727595548996e-04 7.850577001376446125e-04 7.932959631391160553e-04 8.019206434150536779e-04 8.108978898198538525e-04 8.201924490646109872e-04 8.297678020732527845e-04 8.395863055470184806e-04 8.496093382189526038e-04 8.597974512575907915e-04 8.701105222580704512e-04 8.805079122396794033e-04
1.086178544551773826e-03 1.098909685559862478e-03 1.111593164823100393e-03 1.124178880620894981e-03 1.136617087310656891e-03 1.148858592842825609e-03 1.160854954541500105e-03 1.172558672352139652e-03 1.183923378761073640e-03 1.194904024598530132e-03 1.205457059947569534e-03 1.215540609395733508e-03 1.225114640884485476e-03 1.234141127433493025e-03 1.242584201042587662e-03 1.250410298103674534e-03 1.257588295687860503e-03 1.264089638109607830e-03 1.269888453209475423e-03 1.274961657839976739e-03 1.279289052084936268e-03 1.282853401791277364e-03 1.285640509043186729e-03 1.287639270261730674e-03 1.288841721668038467e-03 1.289243071904731548e-03 1.288841721668038467e-03 1.287639270261730241e-03 1.285640509043186946e-03 1.282853401791277364e-03 1.279289052084936268e-03 1.274961657839976739e-03 1.269888453209474990e-03 1.264089638109608263e-03 1.257588295687860503e-03 1.250410298103674534e-03 1.242584201042588096e-03 1.234141127433492592e-03 1.225114640884485909e-03 1.215540609395733291e-03 1.205457059947569317e-03 1.194904024598530132e-03 1.183923378761073206e-03 1.172558672352139652e-03 1.160854954541499888e-03 1.148858592842825609e-03 1.136617087310657108e-03 1.124178880620894548e-03 1.111593164823100610e-03 1.098909685559862478e-03 1.086178544551773826e-03 1.073450001146313611e-03 1.060774273725214158e-03 1.048201341757887739e-03 1.035780749278279430e-03 1.023561410549335502e-03 1.011591418663225668e-03 9.999178578067955542e-04 9.885866199005339649e-04 9.776422262959300492e-04 9.671276551905573244e-04 9.570841753927721105e-04 9.475511870387897653e-04 9.385660698341903498e-04 9.301640393598645772e-04 9.223780119491584162e-04 9.152384786086384741e-04 9.087733884197438322e-04 9.030080418225482032e-04 8.979649941462565380e-04 8.936639697138630805e-04 8.901217868107452573e-04 8.873522937689896006e-04 8.853663163809150170e-04 8.841716168167452518e-04 8.837728641826796344e-04 8.841716168167452518e-04 8.853663163809145833e-04 8.873522937689900343e-04 8.901217868107452573e-04 8.936639697138635142e-04 8.979649941462567548e-04 9.030080418225478779e-04 9.087733884197445912e-04 9.152384786086387993e-04 9.223780119491584162e-04 9.301640393598650108e-04 9.385660698341895909e-04 9.475511870387901990e-04 9.570841753927720021e-04 9.671276551905575412e-04 9.776422262959296155e-04 9.885866199005333144e-04 9.999178578067957710e-04 1.011591418663225668e-03 1.023561410549335502e-03 1.035780749278279213e-03 1.048201341757887522e-03 1.060774273725214592e-03 1.073450001146313395e-03
1.279762501772798268e-03 1.294762647880129836e-03 1.309706637737520019e-03 1.324535440255088844e-03 1.339190443882893201e-03 1.353613689328024604e-03 1.367748100228209640e-03 1.381537710841040283e-03 1.394927889811851387e-03 1.407865559091460526e-03 1.420299407087555589e-03 1.432180095150540353e-03 1.443460456516127777e-03 1.454095686852902112e-03 1.464043525593430048e-03 1.473264427262171126e-03 1.481721722052360257e-03 1.489381764947026853e-03 1.496214072726208353e-03 1.502191448253002801e-03 1.507290091485150941e-03 1.511489696716039654e-03 1.514773535609104235e-03 1.517128525652241102e-03 1.518545283723660719e-03 1.519018164527257504e-03 1.518545283723660719e-03 1.517128525652241102e-03 1.514773535609104452e-03 1.511489696716039870e-03 1.507290091485150724e-03 1.502191448253002368e-03 1.496214072726208136e-03 1.489381764947026853e-03 1.481721722052360257e-03 1.473264427262171126e-03 1.464043525593429831e-03 1.454095686852902112e-03 1.443460456516127560e-03 1.432180095150540570e-03 1.420299407087555806e-03 1.407865559091460309e-03 1.394927889811851387e-03 1.381537710841040066e-03 1.367748100228209857e-03 1.353613689328024604e-03 1.339190443882893201e-03 1.324535440255089061e-03 1.309706637737520019e-03 1.294762647880129403e-03 1.279762501772798268e-03 1.264765416225311755e-03 1.249830559780598779e-03 1.235016819489165784e-03 1.220382569360652265e-03 1.205985441392885479e-03 1.191882100059918261e-03 1.178128021118524105e-03 1.164777275567683559e-03 1.151882319567989598e-03 1.139493791097815397e-03 1.127660314090759642e-03 1.116428310764556271e-03 1.105841822815450525e-03 1.095942342114305775e-03 1.086768651501494572e-03 1.078356676237226088e-03 1.070739346622475103e-03 1.063946472263264161e-03 1.058004628407906416e-03 1.052937054742975661e-03 1.048763566989451348e-03 1.045500481595677605e-03 1.043160553778677002e-03 1.041752929119935025e-03 1.041283108876182644e-03 1.041752929119934808e-03 1.043160553778676785e-03 1.045500481595677605e-03 1.048763566989451348e-03 1.052937054742975878e-03 1.058004628407906199e-03 1.063946472263264378e-03 1.070739346622475103e-03 1.078356676237226088e-03 1.086768651501494572e-03 1.095942342114305775e-03 1.105841822815450742e-03 1.116428310764556054e-03 1.127660314090759425e-03 1.139493791097815180e-03 1.151882319567989815e-03 1.164777275567683559e-03 1.178128021118524105e-03 1.191882100059918478e-03 1.205985441392885479e-03 1.220382569360652265e-03 1.235016819489166001e-03 1.249830559780598779e-03 1.264765416225311755e-03
1.471409607023315856e-03 1.488656056312534590e-03 1.505837939836197252e-03 1.522887386475527041e-03 1.539737007478666564e-03 1.556320164027644908e-03 1.572571232455830664e-03 1.588425866034101283e-03 1.603821252248425772e-03 1.618696364500994038e-03 1.632992207181467072e-03 1.646652053074512635e-03 1.659621672094462128e-03 1.671849550367775000e-03 1.683287098718853946e-03 1.693888849654673172e-03 1.703612641988382125e-03 1.712419792291508406e-03 1.720275252418287069e-03 1.727147752403810320e-03 1.733009928099825490e-03 1.737838432977779294e-03 1.741614033597797991e-03 1.744321688314288878e-03 1.745950608863395702e-03 1.746494304554139197e-03 1.745950608863395485e-03 1.744321688314289312e-03 1.741614033597797557e-03 1.737838432977779294e-03 1.733009928099825490e-03 1.727147752403810537e-03 1.720275252418287286e-03 1.712419792291508406e-03 1.703612641988381908e-03 1.693888849654673172e-03 1.683287098718854380e-03 1.671849550367775000e-03 1.659621672094462128e-03 1.646652053074511984e-03 1.632992207181467072e-03 1.618696364500994038e-03 1.603821252248426206e-03 1.588425866034101283e-03 1.572571232455830014e-03 1.556320164027644908e-03 1.539737007478666347e-03 1.522887386475527041e-03 1.505837939836197036e-03 1.488656056312534807e-03 1.471409607023315856e-03 1.454166676619165219e-03 1.436995294255788728e-03 1.419963165442390905e-03 1.403137405818370275e-03 1.386584277893494841e-03 1.370368931765053849e-03 1.354555150800165449e-03 1.339205103242742693e-03 1.324379100672892860e-03 1.310135364211921071e-03 1.296529799328952027e-03 1.283615780065698337e-03 1.271443943454325220e-03 1.260061994859941860e-03 1.249514524934198937e-03 1.239842838819991879e-03 1.231084798199584031e-03 1.223274676729707534e-03 1.216443029357566286e-03 1.210616575961297181e-03 1.205818099707445636e-03 1.202066360466546050e-03 1.199376023575986694e-03 1.197757604187166258e-03 1.197217427381491077e-03 1.197757604187166041e-03 1.199376023575986910e-03 1.202066360466545834e-03 1.205818099707445636e-03 1.210616575961297181e-03 1.216443029357566503e-03 1.223274676729707317e-03 1.231084798199584031e-03 1.239842838819992096e-03 1.249514524934198937e-03 1.260061994859942077e-03 1.271443943454325220e-03 1.283615780065698554e-03 1.296529799328952027e-03 1.310135364211921071e-03 1.324379100672893076e-03 1.339205103242742476e-03 1.354555150800165449e-03 1.370368931765054065e-03 1.386584277893494841e-03 1.403137405818370275e-03 1.419963165442391121e-03 1.436995294255788728e-03 1.454166676619165436e-03
1.660833134972249320e-03 1.680299824807231310e-03 1.699693636932085800e-03 1.718937962765194633e-03 1.737956738189894764e-03 1.756674745566967708e-03 1.775017913095158122e-03 1.792913610298665483e-03 1.810290938425642739e-03 1.827081014552345587e-03 1.843217248203898049e-03 1.858635609324746450e-03 1.873274886459727964e-03 1.887076934040345403e-03 1.899986907710246153e-03 1.911953486668870007e-03 1.922929082062782655e-03 1.932870030509963640e-03 1.941736771903200976e-03 1.949494010704393068e-03 1.956110860011678679e-03 1.961560967755571639e-03 1.965822624458243243e-03 1.968878852071373389e-03 1.970717473492138161e-03 1.971331162443344144e-03 1.970717473492137727e-03 1.968878852071373822e-03 1.965822624458242376e-03 1.961560967755572073e-03 1.956110860011678679e-03 1.949494010704392851e-03 1.941736771903201193e-03 1.932870030509963206e-03 1.922929082062783089e-03 1.911953486668870007e-03 1.899986907710245719e-03 1.887076934040345620e-03 1.873274886459727531e-03 1.858635609324746883e-03 1.843217248203898049e-03 1.827081014552345371e-03 1.810290938425642955e-03 1.792913610298665266e-03 1.775017913095158122e-03 1.756674745566967708e-03 1.737956738189894547e-03 1.718937962765195067e-03 1.699693636932085149e-03 1.680299824807231961e-03 1.660833134972249103e-03 1.641370417029859715e-03 1.621988457943667784e-03 1.602763679365786821e-03 1.583771837140992471e-03 1.565087724155847645e-03 1.546784877676801295e-03 1.528935292292623194e-03 1.511609139544221143e-03 1.494874495289052162e-03 1.478797075808261372e-03 1.463439983622796901e-03 1.448863463940112126e-03 1.435124672606188272e-03 1.422277456388583395e-03 1.410372146365344338e-03 1.399455365142193144e-03 1.389569848566545810e-03 1.380754282551884980e-03 1.373043155570021932e-03 1.366466627311880818e-03 1.361050413959916409e-03 1.356815690457150803e-03 1.353779010099248094e-03 1.351952241717145880e-03 1.351342524658532933e-03 1.351952241717144796e-03 1.353779010099248527e-03 1.356815690457149936e-03 1.361050413959916626e-03 1.366466627311880818e-03 1.373043155570021498e-03 1.380754282551885414e-03 1.389569848566545376e-03 1.399455365142194228e-03 1.410372146365344338e-03 1.422277456388583395e-03 1.435124672606188923e-03 1.448863463940111692e-03 1.463439983622797551e-03 1.478797075808261372e-03 1.494874495289051728e-03 1.511609139544221360e-03 1.528935292292622978e-03 1.546784877676801728e-03 1.565087724155847645e-03 1.583771837140992254e-03 1.602763679365787688e-03 1.621988457943667134e-03 1.641370417029860366e-03
1.847751146863930429e-03 1.869408709993420530e-03 1.890985193410786927e-03 1.912395366642502710e-03 1.933554604956653003e-03 1.954379225365344454e-03 1.974786819676665160e-03 1.994696583237736548e-03 2.014029638016037217e-03 2.032709348677968608e-03 2.050661630341835649e-03 2.067815246706956704e-03 2.084102097291651301e-03 2.099457492550290804e-03 2.113820415683401090e-03 2.127133770004931146e-03 2.139344610786925432e-03 2.150404360563949648e-03 2.160269006947323610e-03 2.168899282072242474e-03 2.176260822878906247e-03 2.182324311511358618e-03 2.187065595204514337e-03 2.190465785120240903e-03 2.192511333686997157e-03 2.193194090093724888e-03 2.192511333686997157e-03 2.190465785120240903e-03 2.187065595204514337e-03 2.182324311511358618e-03 2.176260822878906247e-03 2.168899282072242474e-03 2.160269006947323610e-03 2.150404360563949648e-03 2.139344610786925432e-03 2.127133770004931146e-03 2.113820415683401090e-03 2.099457492550290804e-03 2.084102097291651735e-03 2.067815246706955837e-03 2.050661630341835216e-03 2.032709348677968608e-03 2.014029638016037651e-03 1.994696583237736114e-03 1.974786819676664727e-03 1.954379225365344454e-03 1.933554604956653220e-03 1.912395366642502493e-03 1.890985193410786927e-03 1.869408709993420530e-03 1.847751146863930429e-03 1.826098002642601156e-03 1.804534706260898071e-03 1.783146280224916615e-03 1.762017006300304516e-03 1.741230094918631410e-03 1.720867359577929120e-03 1.701008897478308848e-03 1.681732777597600911e-03 1.663114737372057769e-03 1.645227889103752185e-03 1.628142437169629014e-03 1.611925407057571190e-03 1.596640387202649149e-03 1.582347284542177370e-03 1.569102094651644765e-03 1.556956687265211503e-03 1.545958607924575318e-03 1.536150896438794305e-03 1.527571922775327424e-03 1.520255240939281417e-03 1.514229461333847391e-03 1.509518142030230299e-03 1.506139699310238278e-03 1.504107337779144469e-03 1.503429000280578215e-03 1.504107337779144035e-03 1.506139699310238278e-03 1.509518142030229866e-03 1.514229461333847174e-03 1.520255240939281417e-03 1.527571922775326774e-03 1.536150896438794305e-03 1.545958607924575318e-03 1.556956687265211720e-03 1.569102094651644765e-03 1.582347284542177804e-03 1.596640387202649149e-03 1.611925407057571407e-03 1.628142437169628797e-03 1.645227889103752185e-03 1.663114737372057986e-03 1.681732777597600911e-03 1.701008897478308848e-03 1.720867359577929337e-03 1.741230094918631410e-03 1.762017006300304733e-03 1.783146280224916615e-03 1.804534706260898288e-03 1.826098002642601373e-03
